ID,Name,Gender,Race,Height,Publisher,Alignment,Weight,Manipulative,Resourceful,Dismissive,Intelligent,Trusting,Loyal,Stubborn,Brave,HouseID,House,STR,DEX,CON,INT,WIS,CHA,Level,HP
A127,Boba Fett,Male,Human / Clone,183,George Lucas,bad,NA,6,8,5,2,7,9,5,8,3,Hufflepuff,11,12,15,13,18,16,14,126
A128,Bolt,Male,NA,NA,Marvel Comics,good,NA,6,7,3,7,8,10,5,4,3,Hufflepuff,11,15,14,15,17,11,15,105
A129,Bomb Queen,Female,NA,NA,Image Comics,bad,NA,4,2,4,5,8,6,7,6,3,Hufflepuff,10,16,15,13,11,10,5,45
A136,Brainiac,Male,Android,198,DC Comics,bad,135,6,3,3,7,7,7,7,7,3,Hufflepuff,13,11,17,16,18,13,1,6
A151,Captain Britain,Male,Human,198,Marvel Comics,good,116,2,9,6,2,6,7,3,6,3,Hufflepuff,14,11,18,13,16,13,4,40
A154,Captain Hindsight,Male,Human,NA,South Park,good,NA,3,6,8,3,10,9,8,8,3,Hufflepuff,9,17,17,13,15,15,7,70
A157,Captain Marvel,Male,Human,193,DC Comics,good,101,6,3,7,8,6,7,8,7,3,Hufflepuff,18,13,18,18,14,11,1,8
A158,Captain Marvel II,Male,Human,175,DC Comics,good,74,6,6,6,6,9,8,5,7,3,Hufflepuff,15,16,12,13,16,13,13,130
A161,Captain Universe,NA,God / Eternal,NA,Marvel Comics,good,NA,3,7,5,5,9,8,5,7,3,Hufflepuff,15,14,17,14,12,18,1,9
A164,Cat II,Female,NA,NA,Marvel Comics,good,NA,7,6,3,5,8,8,3,2,3,Hufflepuff,17,17,15,12,14,12,8,80
A169,Chamber,Male,Mutant,175,Marvel Comics,good,63,6,4,5,9,10,6,1,2,3,Hufflepuff,8,15,11,12,10,16,15,105
A180,Cloak,Male,NA,226,Marvel Comics,good,70,5,6,3,7,7,6,6,6,3,Hufflepuff,17,17,17,14,13,12,9,54
A185,Colossus,Male,Mutant,226,Marvel Comics,good,225,6,5,3,2,9,8,9,6,3,Hufflepuff,17,15,16,15,15,14,8,64
A187,Corsair,Male,NA,191,Marvel Comics,good,79,6,1,4,2,9,10,3,8,3,Hufflepuff,8,11,12,18,12,12,14,112
A188,Cottonmouth,Male,Human,183,Marvel Comics,bad,99,6,6,7,6,10,9,4,1,3,Hufflepuff,18,13,10,10,16,11,2,18
A195,Cyborg Superman,Male,Cyborg,NA,DC Comics,bad,NA,3,5,8,4,8,8,6,4,3,Hufflepuff,10,12,14,16,14,11,13,104
A204,Darkseid,Male,New God,267,DC Comics,bad,817,9,2,4,6,7,9,3,5,3,Hufflepuff,8,11,17,11,11,14,2,18
A208,Darth Vader,Male,Cyborg,198,George Lucas,bad,135,6,6,6,4,7,7,6,6,3,Hufflepuff,12,16,14,11,15,11,13,91
A210,Data,Male,Android,NA,Star Trek,good,NA,6,2,3,3,9,8,4,9,3,Hufflepuff,17,11,18,18,10,10,8,80
A221,Doc Samson,Male,Human / Radiation,198,Marvel Comics,good,171,3,8,6,6,6,9,6,7,3,Hufflepuff,9,17,18,17,10,11,2,16
A222,Doctor Doom,Male,Human,201,Marvel Comics,bad,187,1,7,9,8,10,9,8,7,3,Hufflepuff,12,14,10,13,13,13,11,77
A224,Doctor Fate,Male,Human,188,DC Comics,good,89,7,2,9,6,8,8,2,8,3,Hufflepuff,18,14,13,10,14,11,11,77
A225,Doctor Octopus,Male,Human,175,Marvel Comics,bad,110,7,4,3,6,7,8,8,8,3,Hufflepuff,9,18,11,10,11,11,6,54
A230,Doomsday,Male,Alien,244,DC Comics,bad,412,2,8,6,6,7,8,8,7,3,Hufflepuff,10,11,10,17,15,17,13,91
A232,Dormammu,Male,NA,185,Marvel Comics,bad,NA,1,4,5,5,10,7,7,1,3,Hufflepuff,8,12,18,17,17,12,15,105
A243,Energy,Female,NA,NA,HarperCollins,good,NA,2,1,2,3,7,7,2,4,3,Hufflepuff,12,10,11,18,12,10,4,28
A245,Ethan Hunt,Male,Human,168,,good,NA,9,5,3,5,9,8,7,5,3,Hufflepuff,11,18,14,14,11,15,9,63
A249,Exodus,Male,Mutant,183,Marvel Comics,bad,88,8,5,6,6,6,8,3,3,3,Hufflepuff,15,11,12,17,15,10,7,70
A254,Feral,NA,NA,175,Marvel Comics,good,50,8,3,2,7,8,7,3,7,3,Hufflepuff,11,17,10,11,15,18,8,72
A261,Firestorm,Male,Human,188,DC Comics,good,91,5,7,9,5,7,10,3,3,3,Hufflepuff,8,16,15,15,10,12,11,88
A262,Fixer,NA,NA,NA,Marvel Comics,bad,NA,5,7,2,3,8,9,3,6,3,Hufflepuff,17,11,18,15,15,17,13,91
A267,Flash IV,Male,Human,157,DC Comics,good,52,7,5,2,7,8,6,7,1,3,Hufflepuff,8,17,14,18,11,13,10,60
A272,Frigga,Female,NA,180,Marvel Comics,good,167,3,7,4,4,8,7,3,6,3,Hufflepuff,8,14,15,15,14,18,10,90
A274,Gambit,Male,Mutant,185,Marvel Comics,good,81,5,7,6,8,10,7,8,4,3,Hufflepuff,9,10,15,12,15,10,4,40
A277,Gary Bell,Male,Alpha,NA,SyFy,good,NA,4,9,2,4,7,8,6,9,3,Hufflepuff,16,13,11,16,13,11,8,64
A278,General Zod,Male,Kryptonian,NA,DC Comics,bad,NA,6,4,5,7,7,7,8,3,3,Hufflepuff,12,12,14,16,15,10,13,130
A288,Gog,Male,NA,NA,DC Comics,bad,NA,8,8,3,6,8,7,5,1,3,Hufflepuff,11,14,15,11,17,11,7,42
A290,Goliath,Male,NA,NA,Marvel Comics,good,NA,3,3,5,2,8,9,7,3,3,Hufflepuff,16,17,12,17,10,13,15,90
A291,Goliath,Male,Human,NA,Marvel Comics,good,NA,3,4,7,4,7,9,4,4,3,Hufflepuff,11,18,16,12,16,11,9,81
A297,Greedo,Male,Rodian,170,George Lucas,bad,NA,3,4,6,8,7,9,5,2,3,Hufflepuff,9,13,15,17,12,11,12,120
A298,Green Arrow,Male,Human,188,DC Comics,good,88,4,3,2,4,9,8,5,6,3,Hufflepuff,14,13,13,14,18,16,5,30
A300,Green Goblin II,Male,NA,178,Marvel Comics,bad,77,3,5,6,8,8,7,3,5,3,Hufflepuff,17,18,15,11,17,15,6,36
A301,Green Goblin III,Male,NA,183,Marvel Comics,good,88,9,6,9,3,7,7,8,7,3,Hufflepuff,18,14,16,13,13,11,9,72
A311,Havok,Male,Mutant,183,Marvel Comics,good,79,1,7,4,3,7,10,7,3,3,Hufflepuff,8,17,12,17,15,13,6,48
A314,Hawkeye II,Female,Human,165,Marvel Comics,good,57,6,2,4,4,8,8,4,6,3,Hufflepuff,17,17,18,14,11,10,12,108
A318,Hawkwoman II,Female,NA,NA,DC Comics,good,NA,3,5,7,8,6,10,5,6,3,Hufflepuff,16,15,15,16,12,10,9,81
A321,Hela,Female,Asgardian,213,Marvel Comics,bad,225,6,4,4,3,7,8,3,9,3,Hufflepuff,17,11,18,15,18,14,12,96
A323,Hellcat,Female,Human,173,Marvel Comics,good,61,7,8,5,3,7,9,3,8,3,Hufflepuff,15,12,13,17,11,15,3,30
A327,Hit-Girl,Female,Human,NA,Icon Comics,good,NA,8,6,5,2,7,7,5,8,3,Hufflepuff,8,11,13,16,12,13,9,72
A328,Hobgoblin,Male,NA,180,Marvel Comics,bad,83,7,2,1,4,9,7,7,3,3,Hufflepuff,13,14,16,13,17,14,13,130
A338,Hyperion,Male,Eternal,183,Marvel Comics,good,207,7,8,4,5,6,9,6,6,3,Hufflepuff,18,17,16,12,12,10,9,81
A344,Invisible Woman,Female,Human / Radiation,168,Marvel Comics,good,54,5,7,7,7,7,7,7,5,3,Hufflepuff,18,17,16,18,11,15,1,7
A345,Iron Fist,Male,Human,180,Marvel Comics,good,79,3,2,7,8,7,9,8,8,3,Hufflepuff,16,11,11,17,14,15,8,56
A347,Iron Monger,Male,NA,NA,Marvel Comics,bad,2,6,6,3,2,9,8,6,3,3,Hufflepuff,18,16,16,14,15,10,7,42
A354,Jar Jar Binks,Male,Gungan,193,George Lucas,good,NA,3,5,6,8,8,8,2,6,3,Hufflepuff,9,11,14,11,11,10,15,150
A359,Jesse Quick,Female,Human,NA,DC Comics,good,NA,9,4,3,5,9,10,4,6,3,Hufflepuff,14,18,10,10,11,12,11,110
A364,Jim Powell,Male,NA,NA,ABC Studios,good,NA,1,4,2,6,8,8,5,6,3,Hufflepuff,15,12,16,15,18,15,1,9
A365,JJ Powell,Male,NA,NA,ABC Studios,good,NA,7,5,6,5,7,10,4,8,3,Hufflepuff,8,13,15,13,17,12,11,110
A374,Juggernaut,Male,Human,287,Marvel Comics,neutral,855,6,9,3,4,8,8,5,9,3,Hufflepuff,12,14,11,13,16,11,4,32
A375,Junkpile,Male,Mutant,NA,Marvel Comics,bad,NA,2,7,1,6,10,7,4,7,3,Hufflepuff,17,12,13,15,11,13,12,72
A378,K-2SO,Male,Android,213,George Lucas,good,NA,8,5,5,4,8,9,3,1,3,Hufflepuff,13,12,13,18,14,16,9,63
A381,Kathryn Janeway,Female,Human,NA,Star Trek,good,NA,5,5,5,9,9,7,5,3,3,Hufflepuff,17,10,16,16,15,17,3,24
A384,Kick-Ass,Male,Human,NA,Icon Comics,good,NA,8,3,6,9,8,8,8,6,3,Hufflepuff,8,15,17,10,18,17,11,88
A386,Kid Flash II,Male,NA,NA,DC Comics,good,NA,3,4,7,4,9,6,3,5,3,Hufflepuff,12,10,15,17,18,17,1,8
A388,Killer Frost,Female,Human,NA,DC Comics,bad,NA,8,4,3,8,7,6,6,8,3,Hufflepuff,17,12,13,14,13,14,7,56
A399,Kylo Ren,Male,Human,NA,George Lucas,bad,NA,5,7,4,3,9,10,1,3,3,Hufflepuff,18,12,14,10,11,11,10,80
A403,Leech,Male,NA,NA,Marvel Comics,good,NA,1,8,2,4,9,9,8,9,3,Hufflepuff,15,17,11,18,13,15,14,84
A405,Leonardo,Male,Mutant,NA,IDW Publishing,good,NA,6,5,3,5,8,6,3,5,3,Hufflepuff,18,18,16,12,12,12,14,98
A406,Lex Luthor,Male,Human,188,DC Comics,bad,95,3,8,5,7,9,8,4,4,3,Hufflepuff,18,15,17,16,12,18,15,135
A407,Light Lass,Female,NA,165,DC Comics,good,54,6,4,6,3,8,6,3,7,3,Hufflepuff,18,13,14,13,13,11,7,49
A411,Living Tribunal,NA,Cosmic Entity,NA,Marvel Comics,neutral,NA,8,4,5,7,6,10,4,7,3,Hufflepuff,15,12,17,15,15,15,15,135
A412,Liz Sherman,Female,NA,NA,Dark Horse Comics,good,NA,3,5,6,5,8,10,7,2,3,Hufflepuff,17,13,18,11,12,14,13,117
A420,Luna,Female,Human,NA,Marvel Comics,good,NA,8,3,8,3,9,8,9,4,3,Hufflepuff,8,17,12,17,13,17,10,90
A424,Magneto,Male,Mutant,188,Marvel Comics,bad,86,2,8,7,5,9,9,5,2,3,Hufflepuff,17,11,15,18,15,15,2,16
A426,Magus,Male,NA,183,Marvel Comics,bad,NA,1,3,6,1,9,8,4,6,3,Hufflepuff,15,14,15,13,18,15,14,98
A431,Mandarin,Male,Human,188,Marvel Comics,bad,97,3,9,9,3,9,7,8,4,3,Hufflepuff,14,12,12,14,18,13,8,80
A432,Mantis,Female,Human-Kree,168,Marvel Comics,good,52,3,5,7,2,8,9,3,3,3,Hufflepuff,14,12,14,11,16,10,11,110
A436,Master Chief,Male,Human / Altered,213,Microsoft,good,NA,2,6,6,5,8,6,8,1,3,Hufflepuff,10,10,18,10,13,18,1,9
A439,Maverick,Male,NA,193,Marvel Comics,good,110,2,2,6,8,8,10,2,7,3,Hufflepuff,10,12,10,15,13,11,10,70
A440,Maxima,Female,NA,180,DC Comics,bad,72,4,5,9,6,9,7,7,3,3,Hufflepuff,8,11,15,12,17,16,14,98
A446,Metallo,Male,Android,196,DC Comics,bad,90,4,6,6,6,7,8,6,5,3,Hufflepuff,16,11,14,18,12,15,14,98
A447,Metamorpho,Male,NA,185,DC Comics,good,90,7,3,5,5,9,6,8,3,3,Hufflepuff,17,18,11,17,15,10,14,112
A453,Mimic,Male,NA,188,Marvel Comics,good,101,5,4,8,8,8,9,2,2,3,Hufflepuff,16,12,17,13,14,18,3,18
A454,Minna Murray,Female,NA,NA,Wildstorm,good,NA,8,3,5,2,7,10,9,5,3,Hufflepuff,10,17,15,10,14,12,7,49
A462,Mister Zsasz,Male,Human,NA,DC Comics,bad,NA,6,5,2,9,8,9,3,2,3,Hufflepuff,9,18,11,10,16,16,15,135
A469,Monarch,Male,NA,193,DC Comics,good,90,2,4,4,3,10,8,8,7,3,Hufflepuff,8,13,11,13,18,17,15,120
A473,Morlun,Male,NA,188,Marvel Comics,bad,79,8,7,5,7,7,9,5,4,3,Hufflepuff,10,15,12,11,16,17,5,30
A480,Mysterio,Male,Human,180,Marvel Comics,bad,79,5,6,4,6,8,10,3,2,3,Hufflepuff,11,15,14,15,10,12,3,24
A481,Mystique,Female,Mutant,178,Marvel Comics,bad,54,4,6,7,1,8,7,4,9,3,Hufflepuff,13,12,16,15,14,18,4,32
A482,Namor,Male,NA,NA,Marvel Comics,good,NA,4,7,2,5,7,7,6,3,3,Hufflepuff,13,18,15,13,10,11,7,42
A483,Namor,Male,Atlantean,188,Marvel Comics,good,125,4,8,2,3,10,8,7,6,3,Hufflepuff,17,12,18,10,13,12,7,63
A484,Namora,Female,NA,180,Marvel Comics,good,85,2,7,6,5,9,9,6,5,3,Hufflepuff,8,10,18,15,18,12,1,8
A487,Nathan Petrelli,Male,NA,NA,NBC - Heroes,good,NA,3,7,5,3,7,6,5,7,3,Hufflepuff,8,18,16,10,14,17,15,120
A489,Negasonic Teenage Warhead,Female,Mutant,NA,Marvel Comics,good,NA,4,5,7,6,7,6,6,4,3,Hufflepuff,12,13,18,15,14,12,6,36
A502,Omniscient,Male,NA,180,Team Epic TV,good,65,4,6,2,6,7,6,6,7,3,Hufflepuff,17,11,18,14,10,12,7,42
A508,Overtkill,Male,NA,NA,Image Comics,bad,NA,8,4,3,7,8,7,9,8,3,Hufflepuff,12,17,18,10,11,11,12,84
A509,Ozymandias,Male,Human,NA,DC Comics,bad,NA,3,4,7,5,8,8,4,5,3,Hufflepuff,14,18,18,15,10,11,15,150
A511,Paul Blart,Male,Human,170,Sony Pictures,good,117,5,8,6,9,8,7,6,7,3,Hufflepuff,14,11,14,12,17,14,15,105
A517,Phantom,Male,NA,NA,DC Comics,good,NA,3,7,2,4,10,7,5,5,3,Hufflepuff,16,13,18,12,18,10,13,117
A518,Phantom Girl,Female,NA,168,DC Comics,good,54,8,4,3,6,9,8,4,5,3,Hufflepuff,16,10,17,14,15,16,5,30
A519,Phoenix,Female,Mutant,168,Marvel Comics,good,52,5,6,3,5,7,9,4,7,3,Hufflepuff,10,16,18,18,13,18,13,117
A524,Poison Ivy,Female,Human,168,DC Comics,bad,50,3,1,5,7,9,7,4,5,3,Hufflepuff,18,16,14,11,10,15,11,77
A525,Polaris,Female,Mutant,170,Marvel Comics,good,52,5,8,6,6,7,7,3,4,3,Hufflepuff,17,12,14,13,15,15,14,140
A526,Power Girl,Female,Kryptonian,180,DC Comics,good,81,6,1,7,7,10,9,6,8,3,Hufflepuff,17,17,16,14,16,18,11,66
A528,Predator,Male,Yautja,213,Dark Horse Comics,bad,234,4,5,4,5,7,9,6,6,3,Hufflepuff,12,18,17,14,14,14,5,50
A531,Proto-Goblin,Male,NA,NA,Marvel Comics,bad,NA,4,6,5,6,7,9,2,1,3,Hufflepuff,18,14,16,15,14,17,14,98
A532,Psylocke,Female,Mutant,180,Marvel Comics,good,70,2,7,1,2,8,8,9,3,3,Hufflepuff,14,10,14,14,17,15,9,81
A540,Quill,Male,NA,163,Marvel Comics,good,56,8,5,5,7,8,9,8,4,3,Hufflepuff,13,17,17,12,17,16,4,32
A541,Ra's Al Ghul,Male,Human,193,DC Comics,bad,97,6,5,3,7,8,8,1,2,3,Hufflepuff,13,11,16,10,12,15,12,72
A543,Rambo,Male,Human,178,,good,83,5,8,1,7,8,8,4,3,3,Hufflepuff,10,14,18,12,13,16,3,21
A547,Razor-Fist II,Male,NA,191,Marvel Comics,bad,117,6,5,4,7,8,6,5,7,3,Hufflepuff,17,14,16,11,12,15,6,42
A548,Red Arrow,Male,Human,180,DC Comics,good,83,7,6,7,6,7,7,6,3,3,Hufflepuff,18,16,15,16,16,16,10,70
A554,Red Tornado,Male,Android,185,DC Comics,good,146,7,5,6,3,7,6,8,7,3,Hufflepuff,9,10,17,13,12,13,12,120
A555,Redeemer II,Male,NA,NA,Image Comics,bad,NA,2,8,7,6,9,9,2,6,3,Hufflepuff,12,14,13,16,14,11,7,42
A559,Rhino,Male,Human / Radiation,196,Marvel Comics,bad,320,3,8,4,4,8,9,9,7,3,Hufflepuff,16,17,12,12,11,14,9,72
A566,Robin III,Male,Human,165,DC Comics,good,56,5,7,7,9,8,10,5,4,3,Hufflepuff,13,10,12,10,15,12,2,18
A567,Robin V,Male,Human,137,DC Comics,good,38,3,2,4,2,7,9,8,6,3,Hufflepuff,15,17,10,13,11,17,2,16
A571,Ronin,Male,Human,191,Marvel Comics,good,104,5,3,8,4,8,8,1,7,3,Hufflepuff,9,17,11,17,16,12,10,80
A575,Sandman,Male,Human,185,Marvel Comics,neutral,203,5,7,3,5,9,7,6,4,3,Hufflepuff,8,16,10,17,13,16,6,42
A578,Savage Dragon,Male,NA,NA,Image Comics,good,NA,2,8,8,9,8,9,3,9,3,Hufflepuff,9,11,11,18,12,15,13,78
A585,Sebastian Shaw,Male,Mutant,NA,Marvel Comics,bad,NA,6,2,9,2,9,9,2,7,3,Hufflepuff,16,18,16,17,14,12,2,18
A591,Shatterstar,Male,NA,191,Marvel Comics,good,88,5,3,7,4,8,9,2,3,3,Hufflepuff,18,16,18,10,10,12,5,40
A597,Sif,Female,Asgardian,188,Marvel Comics,good,191,3,6,6,2,7,8,5,1,3,Hufflepuff,9,14,10,16,14,11,13,78
A599,Silk Spectre,Female,NA,NA,DC Comics,good,NA,6,7,7,8,9,10,4,3,3,Hufflepuff,17,15,17,18,17,11,8,80
A602,Silverclaw,Female,NA,157,Marvel Comics,good,50,4,4,5,8,9,8,9,4,3,Hufflepuff,14,11,13,12,11,14,7,42
A609,Snake-Eyes,Male,Animal,NA,Marvel Comics,bad,NA,6,5,5,6,10,8,8,7,3,Hufflepuff,16,18,18,10,18,14,15,135
A612,Solomon Grundy,Male,Zombie,279,DC Comics,bad,437,8,4,6,7,6,8,4,3,3,Hufflepuff,18,16,18,18,16,13,15,105
A615,Spawn,Male,Demon,211,Image Comics,good,405,4,3,3,4,10,7,4,2,3,Hufflepuff,13,11,13,14,15,16,13,117
A619,Speedy,Female,Human,NA,DC Comics,good,NA,6,6,1,8,8,9,7,5,3,Hufflepuff,11,11,14,16,14,14,12,108
A633,Star-Lord,Male,Human-Spartoi,188,Marvel Comics,good,79,2,7,4,7,6,8,4,3,3,Hufflepuff,10,16,17,17,14,15,7,63
A637,Static,Male,Mutant,170,DC Comics,good,63,2,7,3,3,8,7,9,7,3,Hufflepuff,8,10,17,13,14,13,15,150
A643,Sunspot,Male,Mutant,173,Marvel Comics,good,77,7,7,4,8,8,7,7,4,3,Hufflepuff,10,18,13,11,12,16,14,84
A647,Superman,Male,Kryptonian,191,DC Comics,good,101,7,8,4,5,7,8,7,6,3,Hufflepuff,12,10,11,17,10,11,12,72
A648,Swamp Thing,Male,God / Eternal,NA,DC Comics,bad,NA,6,4,3,5,6,8,5,8,3,Hufflepuff,9,10,11,14,17,13,12,72
A654,T-850,Male,Cyborg,NA,Dark Horse Comics,bad,198,7,7,8,1,8,10,8,7,3,Hufflepuff,18,15,13,14,13,18,13,78
A655,T-X,Female,Cyborg,NA,Dark Horse Comics,bad,149,7,4,2,4,7,9,2,6,3,Hufflepuff,8,13,13,11,18,12,12,108
A663,Thor Girl,Female,Asgardian,175,Marvel Comics,good,143,7,2,6,4,10,7,2,4,3,Hufflepuff,9,16,16,13,14,15,4,32
A667,Thunderstrike,Male,NA,198,Marvel Comics,good,288,1,3,4,5,7,10,3,6,3,Hufflepuff,14,17,16,17,10,16,14,84
A668,Thundra,Female,NA,218,Marvel Comics,good,158,6,4,9,4,6,8,4,8,3,Hufflepuff,11,11,12,13,14,15,3,18
A669,Tiger Shark,Male,Human,185,Marvel Comics,bad,203,6,1,6,7,10,6,6,4,3,Hufflepuff,13,12,10,17,12,15,10,60
A676,Tracy Strauss,Female,NA,NA,NBC - Heroes,good,NA,4,5,1,5,7,9,5,4,3,Hufflepuff,15,18,16,12,18,11,15,120
A679,Triplicate Girl,Female,NA,168,DC Comics,good,59,8,5,7,2,8,7,8,7,3,Hufflepuff,13,12,16,13,16,14,9,90
A681,Two-Face,Male,NA,183,DC Comics,bad,82,3,4,7,3,10,8,4,7,3,Hufflepuff,18,16,13,11,12,18,6,36
A689,Vegeta,Male,Saiyan,168,Shueisha,bad,73,6,4,3,4,9,6,2,3,3,Hufflepuff,14,14,16,13,18,17,14,126
A691,Venom II,Male,NA,175,Marvel Comics,bad,50,2,1,3,6,6,8,2,6,3,Hufflepuff,9,16,18,17,11,11,12,84
A693,Venompool,Male,Symbiote,226,Marvel Comics,NA,NA,5,4,7,5,9,8,5,3,3,Hufflepuff,18,10,14,12,14,18,8,80
A698,Violator,Male,NA,NA,Image Comics,bad,NA,6,9,1,5,9,7,6,5,3,Hufflepuff,14,14,13,11,12,15,3,30
A699,Violet Parr,Female,Human,137,Dark Horse Comics,good,41,3,5,9,5,7,7,4,4,3,Hufflepuff,16,14,10,18,15,14,11,88
A701,Vision II,NA,NA,191,Marvel Comics,good,135,5,7,4,7,10,7,9,3,3,Hufflepuff,15,14,14,13,13,17,11,110
A706,War Machine,Male,Human,185,Marvel Comics,good,95,3,6,7,5,10,9,8,6,3,Hufflepuff,15,12,16,18,13,12,2,16
A709,Warp,Male,NA,173,DC Comics,bad,67,4,5,2,7,8,9,4,4,3,Hufflepuff,16,18,13,12,16,16,3,24
A713,Weapon XI,Male,NA,NA,Marvel Comics,bad,NA,4,4,5,7,6,6,4,4,3,Hufflepuff,16,18,10,15,18,18,14,112
A714,White Canary,Female,Human,NA,DC Comics,bad,NA,9,7,7,9,8,6,8,3,3,Hufflepuff,8,10,18,12,18,17,5,40
A715,White Queen,Female,NA,178,Marvel Comics,good,65,5,2,4,4,10,6,7,4,3,Hufflepuff,10,10,11,17,13,14,15,135
A716,Wildfire,Male,NA,NA,DC Comics,good,NA,7,1,5,8,8,9,5,7,3,Hufflepuff,13,14,12,11,11,10,7,56
A720,Wolverine,Male,Mutant,160,Marvel Comics,good,135,4,4,1,4,8,7,3,7,3,Hufflepuff,9,16,10,11,16,11,11,88
A721,Wonder Girl,Female,Demi-God,165,DC Comics,good,51,4,7,3,4,7,8,5,3,3,Hufflepuff,10,14,13,18,16,11,2,12
A724,Wondra,Female,NA,NA,Marvel Comics,good,NA,2,4,4,8,8,9,7,4,3,Hufflepuff,15,12,16,15,10,17,6,60
A725,Wyatt Wingfoot,Male,NA,196,Marvel Comics,good,117,4,8,8,9,9,9,1,8,3,Hufflepuff,18,17,18,13,12,16,2,16
A007,Adam Monroe,Male,NA,NA,NBC - Heroes,good,NA,6,3,7,5,3,4,8,8,4,Gryffindor,17,16,15,10,12,15,9,90
A011,Agent Zero,Male,NA,191,Marvel Comics,good,104,8,9,2,7,6,3,8,7,4,Gryffindor,15,12,16,11,10,18,4,36
A018,Alien,Male,Xenomorph XX121,244,Dark Horse Comics,bad,169,4,8,2,4,2,3,6,8,4,Gryffindor,14,14,11,15,10,11,9,63
A019,Allan Quatermain,Male,NA,NA,Wildstorm,good,NA,3,2,8,5,8,9,7,6,4,Gryffindor,18,10,13,16,11,11,1,8
A020,Amazo,Male,Android,257,DC Comics,bad,173,6,3,9,3,7,8,9,6,4,Gryffindor,17,14,11,18,14,18,14,112
A021,Ammo,Male,Human,188,Marvel Comics,bad,101,7,5,8,5,8,4,9,6,4,Gryffindor,18,18,11,15,11,16,10,60
A026,Angel Salvadore,Female,NA,163,Marvel Comics,good,54,7,2,6,3,4,5,9,6,4,Gryffindor,14,13,10,10,18,18,4,36
A031,Ant-Man II,Male,Human,183,Marvel Comics,good,86,4,8,3,6,4,5,7,8,4,Gryffindor,12,12,15,12,18,17,9,63
A034,Anti-Venom,Male,Symbiote,229,Marvel Comics,NA,358,7,3,3,2,7,9,8,10,4,Gryffindor,16,11,17,11,11,17,15,135
A042,Ardina,Female,Alien,193,Marvel Comics,good,98,6,7,4,3,4,4,7,10,4,Gryffindor,13,16,10,10,10,18,11,99
A043,Ares,Male,NA,185,Marvel Comics,good,270,8,7,4,2,3,6,9,6,4,Gryffindor,14,18,16,12,18,16,6,42
A046,Arsenal,Male,Human,NA,DC Comics,good,NA,3,7,6,4,3,3,9,10,4,Gryffindor,13,12,11,10,17,10,6,42
A048,Atlas,Male,Mutant,183,Marvel Comics,good,101,3,6,3,5,8,5,6,9,4,Gryffindor,15,13,12,15,15,13,14,98
A049,Atlas,Male,God / Eternal,198,DC Comics,bad,126,2,6,2,6,3,5,7,9,4,Gryffindor,16,18,12,12,17,16,4,32
A055,Atom IV,Male,NA,NA,DC Comics,good,72,3,2,9,5,9,7,7,6,4,Gryffindor,18,15,10,17,12,17,10,100
A056,Aurora,Female,Mutant,180,Marvel Comics,good,63,5,8,7,6,4,7,7,9,4,Gryffindor,12,13,14,10,15,12,12,96
A064,Batgirl,Female,Human,170,DC Comics,good,57,5,7,1,9,3,7,8,7,4,Gryffindor,8,17,10,11,14,18,15,150
A066,Batgirl IV,Female,Human,165,DC Comics,good,52,3,7,3,2,4,7,7,7,4,Gryffindor,15,13,10,12,16,18,15,150
A070,Batman,Male,Human,178,DC Comics,good,77,5,4,6,7,3,7,7,9,4,Gryffindor,15,11,15,12,15,10,15,135
A076,Beast Boy,Male,Human,173,DC Comics,good,68,6,3,5,3,3,4,7,10,4,Gryffindor,10,17,18,18,17,14,8,56
A080,Beyonder,Male,God / Eternal,NA,Marvel Comics,good,NA,7,4,6,3,5,7,8,7,4,Gryffindor,11,10,12,11,11,13,5,40
A084,Bill Harken,Male,Alpha,NA,SyFy,good,NA,7,4,4,7,4,4,8,9,4,Gryffindor,17,18,18,12,16,13,10,90
A086,Binary,Female,NA,180,Marvel Comics,good,54,6,4,1,7,3,3,7,10,4,Gryffindor,17,10,16,15,13,14,4,28
A095,Black Adam,Male,NA,191,DC Comics,bad,113,8,3,6,2,9,9,6,8,4,Gryffindor,8,13,14,13,14,17,1,8
A096,Black Bolt,Male,Inhuman,188,Marvel Comics,good,95,5,4,4,2,6,2,10,7,4,Gryffindor,15,11,14,10,15,10,9,81
A100,Black Flash,Male,God / Eternal,NA,DC Comics,neutral,NA,7,6,3,5,2,3,8,10,4,Gryffindor,14,12,16,17,13,14,2,12
A101,Black Goliath,Male,NA,NA,Marvel Comics,good,NA,3,2,3,5,5,4,6,10,4,Gryffindor,18,16,14,10,16,15,3,21
A105,Black Manta,Male,Human,188,DC Comics,bad,92,6,5,7,7,4,5,9,9,4,Gryffindor,13,11,12,18,12,13,8,72
A107,Black Widow,Female,Human,170,Marvel Comics,good,59,1,8,7,1,8,6,8,10,4,Gryffindor,8,16,15,17,12,17,14,112
A114,Bling!,Female,NA,168,Marvel Comics,good,68,3,1,3,4,8,8,6,10,4,Gryffindor,14,17,14,13,11,17,5,45
A115,Blink,Female,Mutant,165,Marvel Comics,good,56,6,3,5,3,7,6,9,7,4,Gryffindor,12,14,15,10,13,13,9,54
A120,Bloodaxe,Female,Human,218,Marvel Comics,bad,495,1,5,1,6,5,6,8,10,4,Gryffindor,11,18,17,18,15,10,2,16
A126,Blue Beetle III,Male,Human,NA,DC Comics,good,NA,9,3,6,3,4,8,7,8,4,Gryffindor,16,12,14,11,18,14,12,84
